student_id,age,gender,city,state,branch,year_of_study,cgpa,daily_study_hours,daily_screen_time_hours,daily_chatgpt_usage_hours,daily_coding_hours,favorite_ai_tool,ai_dependency_level,productivity_score,stress_level,sleep_hours,placement_status,expected_salary_lpa,internet_quality,preferred_programming_language,mental_wellbeing_score,ai_replaceability_fear
STU00159,22,Female,Hyderabad,Tamil Nadu,Electrical,2,5.97,1.6,8.6,6.0,7.1,Gemini,Low,94,7,8.8,Placed,8.39,Average,Python,51,8
STU00160,22,Male,Ahmedabad,Delhi,IT,4,6.1,5.2,12.3,6.1,5.0,Claude,Low,97,8,4.8,Not Placed,15.52,Excellent,Java,64,10
STU00161,18,Male,Nagpur,Telangana,AI/ML,1,8.67,4.4,2.5,4.7,6.5,Perplexity,Low,99,4,7.6,Placed,8.28,Excellent,Java,91,1
STU00162,26,Female,Chennai,Karnataka,Civil,3,6.98,4.7,7.0,0.9,3.5,Perplexity,Low,85,6,6.5,Not Placed,25.74,Average,C++,30,7
STU00163,21,Female,Chennai,Karnataka,ENTC,1,8.01,4.6,13.1,4.8,8.8,Perplexity,Medium,94,10,8.3,Internship,24.56,Average,Python,62,2
STU00164,18,Female,Ahmedabad,Gujarat,Electrical,3,9.46,9.9,4.7,5.5,8.3,Gemini,High,55,10,4.1,Placed,28.58,Excellent,Java,31,4
STU00165,26,Female,Ahmedabad,Delhi,CSE,2,5.89,9.2,9.3,1.3,0.4,GitHub Copilot,Low,82,5,8.1,Placed,7.46,Good,JavaScript,61,7
STU00166,27,Male,Bangalore,Delhi,Civil,1,9.63,1.8,12.1,3.4,7.9,ChatGPT,Medium,73,2,7.8,Placed,30.29,Excellent,C++,31,2
STU00167,26,Male,Delhi,Gujarat,Civil,4,7.57,7.4,5.8,0.4,2.1,Gemini,Medium,57,10,4.0,Placed,14.62,Good,Java,71,9
STU00168,21,Male,Delhi,Delhi,Electrical,1,7.67,1.2,2.1,5.5,0.9,GitHub Copilot,Low,95,5,4.4,Placed,18.86,Poor,JavaScript,75,4
STU00169,26,Male,Bangalore,Gujarat,Electrical,4,8.66,9.8,5.5,0.9,0.6,Perplexity,Low,86,10,5.0,Not Placed,6.2,Poor,JavaScript,45,8
STU00170,17,Male,Kolkata,Gujarat,Civil,2,5.51,3.6,4.0,0.1,3.2,ChatGPT,Medium,68,5,8.1,Placed,12.72,Good,C++,65,3
STU00171,26,Female,Bangalore,West Bengal,CSE,4,8.62,7.6,2.3,7.7,1.3,ChatGPT,High,98,4,7.6,Not Placed,15.14,Poor,Java,69,9
STU00172,22,Female,Bangalore,Karnataka,Mechanical,1,9.32,10.0,4.3,6.6,4.5,Gemini,Low,71,3,8.8,Placed,24.06,Average,Python,58,3
STU00173,26,Female,Bangalore,Karnataka,Mechanical,1,8.11,3.1,10.6,2.3,7.6,Perplexity,High,58,1,8.9,Placed,3.25,Average,JavaScript,44,10
STU00174,21,Male,Delhi,Delhi,AI/ML,2,9.7,4.2,7.9,7.4,7.0,GitHub Copilot,Medium,70,4,5.2,Internship,6.1,Poor,Java,91,6
STU00175,26,Female,Mumbai,West Bengal,Electrical,1,9.2,7.7,12.3,3.1,4.4,Claude,High,72,9,6.3,Internship,13.07,Poor,JavaScript,53,4
STU00176,20,Male,Mumbai,Telangana,AI/ML,4,6.98,7.5,11.0,6.9,7.6,Perplexity,High,58,6,7.8,Placed,13.65,Poor,C++,88,2
STU00177,20,Female,Chennai,West Bengal,Electrical,2,8.62,9.8,13.0,7.8,0.3,Gemini,High,100,2,7.1,Internship,9.89,Good,JavaScript,56,7
STU00178,25,Male,Mumbai,Tamil Nadu,AI/ML,2,6.58,8.6,11.0,2.6,4.7,Perplexity,Medium,70,2,4.9,Not Placed,3.12,Poor,JavaScript,37,4
STU00179,18,Female,Pune,Telangana,Civil,3,9.46,7.4,8.3,0.4,3.8,ChatGPT,Low,72,3,5.9,Placed,8.49,Excellent,Python,96,10
STU00180,27,Female,Bangalore,Karnataka,AI/ML,3,6.19,2.6,9.2,1.0,2.1,Gemini,Medium,72,5,8.7,Internship,10.02,Average,Java,52,2
STU00181,20,Male,Delhi,Maharashtra,CSE,1,8.86,6.4,7.0,4.8,1.2,GitHub Copilot,High,100,3,6.4,Internship,34.11,Poor,JavaScript,57,10
STU00182,24,Male,Nagpur,Tamil Nadu,Civil,1,7.38,3.2,13.1,4.9,6.6,ChatGPT,Low,44,6,6.7,Not Placed,3.36,Excellent,Python,50,3
STU00183,23,Male,Nagpur,Delhi,AI/ML,2,8.83,9.8,10.6,6.5,7.7,GitHub Copilot,Medium,98,6,9.0,Not Placed,12.24,Poor,Java,96,9
STU00184,25,Male,Kolkata,Delhi,Electrical,3,7.48,5.9,3.8,3.8,2.5,Gemini,Medium,61,1,8.2,Internship,14.11,Average,C++,68,5
STU00185,22,Female,Pune,Gujarat,CSE,1,5.86,1.1,12.3,6.9,8.4,Perplexity,Low,93,2,4.4,Internship,15.63,Excellent,C++,40,10
STU00186,19,Male,Delhi,Delhi,IT,1,7.38,8.7,5.1,2.4,6.6,Claude,Low,70,4,4.9,Internship,23.33,Good,JavaScript,31,8
STU00187,24,Female,Bangalore,Maharashtra,AI/ML,4,8.77,2.6,4.7,5.6,7.2,ChatGPT,High,76,3,8.8,Internship,12.88,Good,C++,41,9
STU00188,27,Female,Hyderabad,Tamil Nadu,CSE,3,7.91,2.3,7.2,2.1,3.1,Perplexity,Medium,98,3,8.0,Placed,28.7,Excellent,JavaScript,95,2
STU00189,17,Female,Kolkata,West Bengal,ENTC,4,8.6,2.1,5.4,7.5,4.1,GitHub Copilot,High,60,8,7.1,Not Placed,3.59,Excellent,Python,96,4
STU00190,27,Male,Pune,Maharashtra,CSE,3,7.78,7.2,2.7,0.9,3.3,Gemini,Low,98,7,8.7,Not Placed,10.96,Good,JavaScript,76,5
STU00191,23,Female,Pune,Telangana,AI/ML,2,5.6,8.3,12.2,4.3,8.0,Perplexity,Low,48,10,4.9,Not Placed,11.79,Poor,Java,49,5
STU00192,25,Female,Hyderabad,Maharashtra,CSE,2,5.59,6.3,12.6,4.9,0.7,Perplexity,High,78,6,7.5,Not Placed,24.63,Poor,JavaScript,83,5
STU00193,25,Male,Pune,Gujarat,IT,2,6.23,8.5,12.9,3.1,2.8,GitHub Copilot,Low,72,6,6.9,Placed,34.12,Good,Java,82,3
STU00194,18,Female,Chennai,Maharashtra,AI/ML,4,8.69,8.1,11.2,7.7,7.3,Claude,High,68,1,5.3,Not Placed,10.4,Excellent,C++,93,10
STU00195,27,Male,Pune,Gujarat,Civil,2,6.57,2.9,4.5,7.5,8.6,ChatGPT,Low,54,6,4.4,Placed,5.05,Good,JavaScript,58,4
STU00196,23,Male,Mumbai,Tamil Nadu,IT,1,9.27,6.1,4.5,3.7,0.7,GitHub Copilot,Low,68,4,8.9,Placed,7.48,Average,Python,42,7
STU00197,17,Male,Mumbai,West Bengal,Civil,3,9.05,9.6,10.5,0.7,5.3,ChatGPT,Low,48,5,4.6,Internship,30.74,Average,Python,69,9
STU00198,21,Female,Pune,Gujarat,AI/ML,3,8.46,9.5,3.8,3.6,4.9,Gemini,High,53,5,4.5,Not Placed,24.66,Poor,JavaScript,98,5
STU00199,27,Male,Pune,Telangana,IT,3,7.99,4.1,7.0,6.4,3.2,GitHub Copilot,High,84,1,8.9,Placed,32.38,Poor,C++,85,2
STU00200,19,Female,Delhi,Telangana,CSE,1,5.84,8.7,10.1,0.4,8.6,ChatGPT,Medium,47,5,8.2,Not Placed,29.65,Poor,JavaScript,32,8
STU00201,24,Female,Kolkata,Maharashtra,ENTC,2,9.53,9.3,4.6,7.5,0.4,ChatGPT,Medium,58,3,8.4,Internship,17.61,Good,C++,60,6
STU00202,22,Female,Delhi,Tamil Nadu,Electrical,3,9.16,3.5,11.1,6.4,0.7,Gemini,Low,44,1,8.6,Not Placed,29.15,Average,Java,99,2
STU00203,23,Male,Kolkata,West Bengal,AI/ML,4,8.12,7.4,6.1,3.8,1.3,ChatGPT,Medium,47,4,6.5,Internship,28.05,Poor,Java,78,1
STU00204,20,Male,Hyderabad,Tamil Nadu,Civil,3,7.96,2.2,12.0,5.9,0.3,Claude,Medium,85,9,8.0,Internship,30.69,Average,JavaScript,83,7
STU00205,23,Female,Ahmedabad,Maharashtra,AI/ML,4,7.75,4.4,3.0,6.6,0.0,Gemini,High,41,5,5.7,Not Placed,13.49,Poor,C++,64,10
STU00206,26,Male,Pune,Gujarat,AI/ML,1,9.51,5.0,12.7,0.7,7.6,Gemini,High,46,6,7.1,Not Placed,20.21,Average,Python,92,5
STU00207,18,Female,Bangalore,Tamil Nadu,Electrical,1,6.85,5.4,5.3,3.6,6.9,GitHub Copilot,Low,55,3,7.1,Placed,24.78,Average,Python,82,10
STU00208,23,Female,Mumbai,Karnataka,Mechanical,4,9.43,1.5,4.4,5.8,3.7,Perplexity,Medium,71,1,7.3,Not Placed,31.73,Excellent,Python,66,8
STU00209,22,Male,Delhi,Telangana,CSE,4,8.74,9.4,3.8,6.1,6.3,Claude,Medium,91,5,4.0,Not Placed,4.38,Excellent,JavaScript,35,1
STU00210,20,Male,Bangalore,West Bengal,IT,2,5.65,5.7,11.3,3.2,0.0,Claude,Medium,82,5,4.9,Placed,33.35,Poor,C++,69,9
STU00211,22,Male,Pune,Delhi,ENTC,3,6.58,8.7,6.4,4.2,4.4,GitHub Copilot,Medium,71,2,4.7,Placed,14.72,Good,Python,47,2
STU00212,22,Female,Chennai,Karnataka,AI/ML,1,9.9,6.1,7.6,4.4,2.4,GitHub Copilot,Medium,60,2,6.8,Placed,26.31,Average,Python,77,5
STU00213,19,Male,Mumbai,Telangana,CSE,2,5.97,3.5,4.5,6.0,8.4,Gemini,Medium,45,8,6.1,Internship,23.26,Average,JavaScript,41,10
STU00214,23,Female,Pune,Gujarat,Mechanical,4,5.64,2.2,6.6,5.3,5.8,ChatGPT,High,71,4,5.0,Not Placed,7.25,Good,C++,55,8
STU00215,21,Male,Delhi,Tamil Nadu,AI/ML,4,9.63,4.2,7.5,0.8,8.2,Claude,Low,100,6,7.3,Not Placed,19.32,Good,C++,52,9
STU00216,21,Female,Mumbai,Tamil Nadu,IT,1,7.4,1.5,4.6,6.8,5.6,Claude,Medium,44,3,5.0,Not Placed,9.05,Poor,C++,82,4
STU00217,27,Female,Nagpur,Gujarat,Electrical,1,7.04,6.5,8.5,4.2,7.8,Gemini,High,54,3,8.3,Internship,30.05,Poor,Java,78,10
STU00218,27,Male,Kolkata,Karnataka,CSE,1,8.59,4.5,5.2,7.6,0.4,GitHub Copilot,Low,78,3,7.1,Not Placed,30.08,Poor,JavaScript,89,2
STU00219,23,Male,Kolkata,Delhi,Mechanical,4,6.7,9.8,12.6,1.6,2.4,Claude,Medium,87,8,8.5,Placed,6.5,Excellent,C++,30,9
STU00220,17,Male,Hyderabad,Maharashtra,CSE,2,6.33,6.5,3.8,4.6,5.2,Gemini,Medium,76,10,7.0,Internship,11.02,Good,JavaScript,34,10
STU00221,27,Female,Ahmedabad,Tamil Nadu,CSE,4,9.11,9.7,5.3,6.9,2.6,Claude,Low,90,10,5.7,Not Placed,28.13,Poor,Java,88,8
STU00222,22,Male,Bangalore,Telangana,CSE,2,6.1,1.6,6.6,1.0,0.7,GitHub Copilot,Low,42,6,6.9,Not Placed,8.89,Good,JavaScript,100,5
STU00223,20,Female,Bangalore,Tamil Nadu,Mechanical,4,6.82,7.6,3.1,8.0,2.8,ChatGPT,Low,49,9,6.7,Not Placed,28.34,Excellent,Java,79,10
STU00224,22,Female,Bangalore,West Bengal,AI/ML,3,6.54,4.1,4.5,3.0,6.6,GitHub Copilot,High,73,3,7.6,Not Placed,8.82,Poor,C++,97,8
STU00225,24,Male,Kolkata,Maharashtra,CSE,4,7.6,7.2,10.9,5.1,1.8,GitHub Copilot,Low,98,4,8.3,Placed,12.23,Good,Java,56,7
STU00226,17,Male,Mumbai,Karnataka,IT,1,7.13,6.0,12.3,5.2,6.3,Perplexity,Low,70,10,5.1,Internship,14.28,Good,Python,73,8
STU00227,25,Female,Mumbai,Telangana,Electrical,2,6.1,7.6,13.4,5.9,1.1,Claude,High,83,10,7.5,Internship,16.86,Poor,Java,53,8
STU00228,20,Male,Nagpur,Karnataka,Mechanical,1,5.91,10.0,10.7,5.0,7.9,Claude,Low,76,5,5.6,Placed,24.34,Poor,Python,67,1
STU00229,28,Female,Hyderabad,Maharashtra,AI/ML,1,7.56,2.1,8.5,5.1,4.3,GitHub Copilot,Medium,80,2,4.6,Placed,5.41,Excellent,Java,93,9
STU00230,21,Male,Mumbai,Karnataka,CSE,3,8.43,8.5,13.1,3.1,8.4,Perplexity,Medium,86,10,8.1,Placed,16.57,Average,Python,56,5
STU00231,18,Male,Bangalore,Telangana,Civil,2,7.29,4.0,2.8,0.1,2.2,Perplexity,Medium,67,10,5.3,Placed,26.35,Poor,Python,99,1
STU00232,19,Female,Nagpur,Maharashtra,Civil,4,6.19,7.2,10.8,3.7,1.1,Gemini,Medium,82,2,7.6,Placed,32.24,Excellent,JavaScript,98,3
STU00233,19,Female,Chennai,Delhi,Civil,1,7.11,7.8,10.9,0.4,0.5,Claude,High,61,5,7.4,Placed,29.59,Poor,JavaScript,93,2
STU00234,27,Female,Nagpur,Maharashtra,CSE,3,9.55,2.3,9.0,2.3,2.0,Claude,Medium,71,7,7.7,Not Placed,16.22,Average,Python,70,3
STU00235,24,Male,Delhi,Delhi,AI/ML,2,7.43,8.6,4.9,4.2,7.4,Gemini,High,68,4,4.7,Not Placed,22.08,Good,Java,62,4
STU00236,21,Female,Ahmedabad,Telangana,AI/ML,1,9.18,7.9,12.6,0.3,6.2,Perplexity,Medium,90,3,5.0,Not Placed,20.82,Good,C++,83,3
STU00237,19,Female,Kolkata,Karnataka,IT,3,8.91,4.8,10.5,6.7,8.5,ChatGPT,Medium,87,8,6.7,Internship,13.12,Poor,C++,34,5
STU00238,28,Male,Ahmedabad,Karnataka,Civil,1,7.22,8.8,4.9,7.1,0.5,Gemini,Medium,88,2,8.9,Placed,6.81,Good,Python,90,3
STU00239,28,Male,Chennai,Telangana,Mechanical,4,9.39,5.9,8.7,7.8,8.6,Perplexity,High,83,8,8.0,Not Placed,23.85,Poor,Java,30,6
STU00240,19,Female,Ahmedabad,Telangana,Mechanical,4,8.48,2.2,7.6,3.4,0.9,ChatGPT,Low,84,7,4.1,Placed,3.52,Excellent,C++,85,9
STU00241,26,Male,Kolkata,Gujarat,Civil,4,8.74,5.0,7.9,2.0,4.9,Perplexity,Medium,73,6,4.6,Internship,8.23,Excellent,JavaScript,38,9
STU00242,22,Female,Ahmedabad,Karnataka,Mechanical,2,9.1,1.2,13.0,2.7,8.4,ChatGPT,High,74,5,4.3,Not Placed,13.01,Good,C++,82,2
STU00243,24,Female,Pune,Tamil Nadu,AI/ML,3,8.11,9.4,3.1,6.5,5.5,GitHub Copilot,Medium,46,10,7.2,Not Placed,34.75,Poor,C++,35,4
STU00244,25,Female,Kolkata,Tamil Nadu,Electrical,4,6.91,4.2,8.4,5.0,2.8,ChatGPT,High,92,9,7.5,Placed,5.63,Poor,Python,50,10
STU00245,23,Female,Ahmedabad,Tamil Nadu,Civil,4,6.36,1.1,11.0,7.6,6.9,GitHub Copilot,Medium,74,2,4.9,Placed,12.08,Good,Python,60,4
STU00246,22,Female,Kolkata,Delhi,Mechanical,3,8.45,3.8,6.9,2.0,4.8,GitHub Copilot,Low,84,6,8.3,Internship,10.67,Excellent,Java,34,5
STU00247,23,Female,Kolkata,Maharashtra,AI/ML,3,7.83,7.0,2.1,2.0,5.1,ChatGPT,Medium,98,10,8.1,Internship,10.29,Good,JavaScript,63,4
STU00248,27,Female,Delhi,Karnataka,Mechanical,1,9.45,8.4,6.7,6.5,7.6,Gemini,Medium,44,4,5.4,Placed,6.68,Poor,JavaScript,65,10
STU00249,28,Male,Hyderabad,Karnataka,CSE,2,5.94,8.9,7.9,5.4,3.5,GitHub Copilot,Medium,85,4,7.9,Placed,29.37,Average,C++,96,10
STU00250,21,Male,Pune,Telangana,ENTC,3,9.43,6.8,12.7,6.9,2.4,GitHub Copilot,High,44,1,6.9,Placed,11.39,Poor,Java,60,10
STU00251,26,Female,Hyderabad,Telangana,AI/ML,2,8.31,9.1,7.8,6.6,0.2,Claude,Low,94,3,8.3,Placed,33.21,Poor,Python,75,2
STU00252,18,Male,Nagpur,West Bengal,Electrical,2,6.88,7.4,11.8,1.0,3.7,Claude,Low,74,3,5.0,Not Placed,26.89,Poor,JavaScript,72,10
STU00253,23,Male,Bangalore,Maharashtra,Mechanical,2,7.29,1.0,5.2,1.6,0.7,GitHub Copilot,High,49,7,6.7,Not Placed,13.78,Poor,JavaScript,89,2
STU00254,27,Male,Bangalore,Karnataka,CSE,4,6.46,9.4,5.9,1.0,4.7,Perplexity,High,67,4,8.5,Not Placed,27.89,Excellent,Python,79,8
STU00255,23,Female,Bangalore,Karnataka,AI/ML,2,6.15,3.7,4.8,7.4,2.5,Claude,Low,46,6,4.8,Placed,17.56,Poor,JavaScript,76,3
STU00256,20,Female,Kolkata,West Bengal,Mechanical,2,8.19,2.4,2.3,0.8,5.9,Perplexity,High,75,9,4.8,Internship,11.28,Poor,JavaScript,90,5
STU00257,27,Male,Pune,Delhi,Electrical,3,8.47,8.8,13.4,3.1,2.0,Claude,High,92,4,7.7,Placed,25.8,Poor,C++,77,5
STU00258,18,Male,Bangalore,Delhi,ENTC,3,9.79,1.9,12.5,1.4,6.7,Claude,Low,88,9,9.0,Internship,10.42,Excellent,JavaScript,73,9
STU00259,27,Male,Bangalore,Maharashtra,Mechanical,2,8.77,8.0,5.4,7.4,0.6,Gemini,Low,45,2,5.1,Not Placed,12.43,Excellent,JavaScript,32,5
STU00260,27,Female,Chennai,West Bengal,Civil,1,5.9,3.2,11.4,2.1,4.6,Gemini,Medium,100,4,4.7,Placed,21.93,Good,JavaScript,91,8
STU00261,25,Female,Nagpur,West Bengal,ENTC,4,8.19,3.0,2.9,5.6,5.7,GitHub Copilot,Medium,80,7,6.4,Internship,31.65,Excellent,C++,97,6
STU00262,22,Female,Nagpur,Karnataka,ENTC,2,9.8,7.6,13.5,1.2,1.4,ChatGPT,Low,53,8,9.0,Placed,15.05,Good,C++,46,7
STU00263,27,Male,Chennai,Maharashtra,ENTC,3,7.96,9.5,9.2,7.0,6.4,GitHub Copilot,Medium,100,7,8.3,Placed,18.05,Good,JavaScript,56,3
STU00264,21,Male,Chennai,Delhi,ENTC,3,9.68,2.1,11.7,1.9,5.6,Claude,Low,76,2,7.9,Placed,25.43,Average,Java,43,4
STU00265,17,Male,Hyderabad,Tamil Nadu,CSE,1,7.43,9.4,3.9,5.8,2.3,ChatGPT,Low,86,6,7.4,Placed,9.1,Excellent,Python,80,2
STU00266,17,Male,Pune,Telangana,ENTC,3,5.71,8.1,11.8,1.3,7.3,Claude,High,46,6,5.6,Not Placed,21.28,Good,C++,100,8
STU00267,28,Male,Hyderabad,Gujarat,ENTC,1,8.15,9.2,8.8,7.0,3.8,ChatGPT,High,74,5,7.3,Internship,9.13,Good,JavaScript,37,3
STU00268,28,Male,Hyderabad,Maharashtra,Mechanical,4,8.63,9.3,7.1,5.2,4.9,ChatGPT,High,85,7,4.1,Placed,32.05,Average,Python,97,5
STU00269,24,Male,Delhi,Telangana,Mechanical,4,9.06,4.7,3.1,2.8,4.7,ChatGPT,Medium,74,8,5.2,Not Placed,29.64,Good,JavaScript,87,10
STU00270,17,Female,Delhi,Maharashtra,Civil,1,6.8,2.8,4.1,5.8,4.9,Gemini,High,93,7,7.5,Placed,12.29,Good,JavaScript,59,1
STU00271,19,Male,Ahmedabad,West Bengal,Mechanical,3,7.26,9.1,6.0,7.2,8.7,GitHub Copilot,Medium,57,8,4.1,Not Placed,18.82,Poor,Python,96,6
STU00272,21,Female,Delhi,Karnataka,Civil,3,8.24,1.1,6.2,0.2,5.5,Gemini,Low,74,10,6.3,Placed,11.41,Excellent,C++,37,3
STU00273,26,Male,Pune,Gujarat,AI/ML,2,8.92,5.9,6.0,7.5,8.8,Perplexity,Medium,60,5,4.9,Not Placed,34.31,Excellent,Python,71,1
STU00274,19,Male,Delhi,Tamil Nadu,AI/ML,1,8.09,8.9,5.5,0.4,0.1,GitHub Copilot,Medium,89,6,6.2,Internship,3.15,Good,Python,100,1
STU00275,17,Male,Chennai,Karnataka,IT,4,7.46,7.7,10.0,5.9,5.4,Gemini,High,69,2,8.8,Not Placed,10.68,Good,Java,84,3
STU00276,25,Female,Delhi,Maharashtra,ENTC,4,9.48,9.8,2.0,3.4,6.1,ChatGPT,Low,54,8,7.1,Not Placed,34.66,Poor,C++,56,10
STU00277,28,Female,Chennai,Delhi,Electrical,4,8.41,6.6,13.1,7.2,7.5,Gemini,Low,64,5,6.0,Placed,25.32,Excellent,Python,75,1
STU00278,26,Female,Bangalore,Gujarat,Mechanical,2,9.71,3.2,7.9,6.1,5.4,Claude,High,93,5,7.9,Placed,11.45,Good,C++,52,7
STU00279,28,Male,Delhi,Karnataka,IT,1,6.08,5.2,10.0,4.8,5.5,Perplexity,High,58,2,4.5,Not Placed,18.72,Poor,C++,42,7
STU00280,27,Female,Bangalore,Gujarat,CSE,1,6.39,7.4,8.7,4.8,5.4,Claude,Low,90,2,5.5,Placed,5.67,Excellent,JavaScript,56,8
STU00281,21,Female,Hyderabad,Maharashtra,AI/ML,1,7.32,3.7,8.8,1.8,2.0,Gemini,Low,61,8,5.6,Not Placed,8.55,Good,Java,35,7
STU00282,20,Female,Kolkata,Telangana,CSE,2,7.27,8.4,12.2,0.9,3.0,Perplexity,Low,99,5,7.1,Placed,10.26,Average,Java,50,1
STU00283,23,Female,Chennai,Karnataka,Mechanical,2,9.55,7.4,4.6,0.9,0.7,Claude,Medium,75,2,4.9,Placed,15.66,Excellent,Java,74,9
STU00284,28,Female,Delhi,West Bengal,AI/ML,3,8.8,2.3,2.4,7.1,3.0,Gemini,High,83,6,5.7,Internship,19.8,Average,Python,36,7
STU00285,17,Female,Hyderabad,Telangana,Civil,4,7.35,3.7,10.6,6.3,7.4,ChatGPT,Medium,65,10,7.9,Placed,25.09,Average,Java,87,2
STU00286,18,Male,Hyderabad,Delhi,IT,3,6.35,7.6,5.3,5.8,0.9,Perplexity,Low,71,2,6.1,Placed,15.58,Average,Java,37,10
STU00287,22,Female,Ahmedabad,Gujarat,IT,1,5.66,9.0,10.1,6.2,6.0,Perplexity,Medium,89,6,5.7,Not Placed,19.22,Good,Python,30,4
STU00288,24,Female,Hyderabad,Delhi,ENTC,2,6.07,2.5,5.9,5.1,5.4,GitHub Copilot,Low,42,6,7.9,Internship,20.03,Poor,Python,69,8
STU00289,18,Male,Chennai,Karnataka,Civil,1,8.47,1.4,13.2,6.8,8.4,ChatGPT,High,49,9,4.9,Internship,7.67,Poor,Java,66,1
STU00290,23,Male,Kolkata,Karnataka,AI/ML,1,7.88,8.5,10.9,2.1,4.3,Claude,High,99,1,5.2,Placed,21.06,Good,Java,93,1
STU00291,20,Male,Pune,Maharashtra,Mechanical,1,8.0,1.7,9.6,0.8,0.3,GitHub Copilot,Medium,88,5,8.3,Placed,10.95,Excellent,C++,48,3
STU00292,28,Female,Chennai,Gujarat,Civil,2,7.55,9.4,9.5,3.0,7.7,Perplexity,Low,54,3,5.1,Not Placed,18.62,Average,C++,38,6
STU00293,17,Female,Ahmedabad,Maharashtra,ENTC,3,7.99,6.3,2.2,3.0,4.6,Gemini,Low,44,7,6.3,Not Placed,29.3,Average,C++,46,10
STU00294,22,Male,Chennai,Delhi,Electrical,2,8.68,9.4,4.7,1.2,1.8,Perplexity,High,55,5,7.3,Internship,11.05,Excellent,C++,91,5
STU00295,19,Female,Chennai,Tamil Nadu,AI/ML,1,8.42,7.2,3.0,5.9,2.8,ChatGPT,High,58,5,5.1,Internship,11.28,Average,C++,99,8
STU00296,28,Male,Bangalore,Gujarat,Civil,4,9.44,6.4,9.8,1.7,3.2,Gemini,Low,89,8,8.1,Not Placed,13.89,Good,JavaScript,45,10
STU00297,23,Male,Kolkata,Maharashtra,IT,1,9.08,2.8,10.8,0.9,7.4,Gemini,High,99,4,7.4,Internship,33.63,Poor,Java,92,5
STU00298,20,Female,Hyderabad,Delhi,IT,3,5.63,2.2,2.3,0.1,7.6,Claude,Medium,49,7,7.2,Not Placed,23.6,Good,JavaScript,92,4
STU00299,24,Female,Mumbai,Tamil Nadu,Electrical,3,7.15,1.5,7.2,1.3,8.4,ChatGPT,High,42,1,8.4,Placed,12.63,Excellent,C++,75,10
STU00300,24,Male,Ahmedabad,Telangana,Civil,2,5.58,1.2,8.3,6.6,3.1,GitHub Copilot,Low,85,10,7.3,Placed,30.46,Average,C++,100,8
STU00301,19,Female,Hyderabad,Karnataka,Civil,4,8.3,1.1,8.6,1.4,7.2,GitHub Copilot,Medium,67,3,6.1,Placed,17.05,Good,C++,59,6
STU00302,24,Male,Delhi,Telangana,Civil,3,6.84,3.1,3.9,3.3,4.8,Claude,High,68,10,8.5,Placed,15.86,Excellent,C++,63,10
STU00303,25,Female,Ahmedabad,Karnataka,Mechanical,2,6.92,8.4,10.4,0.9,6.4,Perplexity,Low,87,5,8.8,Internship,18.91,Poor,C++,39,9
STU00304,17,Male,Pune,Karnataka,Electrical,1,7.66,7.5,4.4,2.9,2.9,Gemini,High,95,5,9.0,Not Placed,8.17,Poor,JavaScript,90,2
STU00305,28,Female,Bangalore,Karnataka,Electrical,4,6.27,5.1,5.3,7.0,3.9,GitHub Copilot,Medium,90,4,7.4,Not Placed,29.18,Good,JavaScript,63,5
STU00306,28,Male,Chennai,Gujarat,CSE,4,6.7,7.6,6.8,2.0,8.0,Perplexity,Low,87,1,6.8,Not Placed,18.88,Excellent,Java,51,1
STU00307,19,Male,Chennai,Maharashtra,CSE,1,6.29,9.1,9.7,7.6,0.4,GitHub Copilot,Medium,67,7,4.6,Placed,31.08,Poor,Java,73,3
STU00308,26,Male,Mumbai,West Bengal,IT,2,7.49,5.2,4.7,3.9,3.9,Perplexity,High,57,8,7.6,Not Placed,23.34,Good,Python,42,7
STU00309,22,Female,Ahmedabad,West Bengal,CSE,2,9.02,8.0,7.1,2.4,2.9,Gemini,Low,90,4,8.9,Not Placed,16.1,Excellent,C++,35,5
STU00310,23,Female,Chennai,West Bengal,Civil,3,8.82,1.7,7.2,2.6,1.4,Claude,High,65,4,4.1,Internship,11.06,Poor,Python,56,3
STU00311,24,Female,Bangalore,Telangana,IT,4,8.99,3.7,12.5,4.6,7.2,Claude,High,73,4,9.0,Placed,23.5,Average,C++,74,2
STU00312,26,Male,Chennai,Maharashtra,Mechanical,1,7.0,3.8,13.7,5.7,4.5,Claude,High,78,3,5.1,Internship,18.68,Poor,Python,34,1
STU00313,25,Male,Ahmedabad,Tamil Nadu,ENTC,3,8.85,9.8,10.1,0.2,4.2,Perplexity,High,85,10,8.1,Not Placed,19.34,Good,Java,87,6
STU00314,20,Male,Hyderabad,Karnataka,Civil,4,7.01,8.7,8.9,4.0,4.4,Claude,High,57,3,7.4,Internship,17.57,Poor,Python,76,9
STU00315,18,Female,Pune,Tamil Nadu,Civil,4,8.0,3.6,4.1,6.6,2.9,ChatGPT,Low,96,7,4.6,Placed,8.9,Good,Python,67,8
STU00316,21,Male,Chennai,Tamil Nadu,Electrical,1,7.32,3.6,10.3,2.8,5.3,GitHub Copilot,High,82,8,4.8,Internship,7.37,Excellent,C++,49,7
STU00317,28,Female,Mumbai,Tamil Nadu,AI/ML,3,9.49,8.8,12.8,3.9,0.6,Perplexity,Low,48,3,5.6,Not Placed,31.2,Excellent,Java,95,7
STU00318,22,Male,Pune,Telangana,AI/ML,3,7.36,3.9,5.5,4.4,4.1,Gemini,Medium,44,10,5.9,Not Placed,16.54,Average,JavaScript,81,7
